Contract_ID,Contract_Type,Contract_Date,Balance
Rn5mSj,Saving Account,2024-02-23,149156.78670610613
zMIah7,TDC,2022-08-02,955.6714663032507
8hqz2F,Checking Account,2023-02-13,115064.82924675159
pol76i,Saving Account,2022-01-27,26873.100361137047
kyGoST,Saving Account,2023-02-05,139350.09831961704
f8203v,Checking Account,2023-07-24,148298.9399643305
3CfjjI,Mortgage,2021-09-19,119306.4885927686
99gEXg,TDC,2021-03-26,17441.910322058637
yYVuZs,Saving Account,2023-08-21,50294.482112503785
vXu3IT,TDC,2022-08-08,103879.47314550412
jWnTAy,TDC,2020-02-10,142819.7253273789
WIbdya,Mortgage,2021-01-05,130846.66108564266
fDAiw4,TDC,2021-07-06,52295.78297104042
V9rN0V,TDC,2021-06-28,83323.8795114616
1uGb0p,Checking Account,2023-07-11,69537.64665721475
YXQrfL,Checking Account,2021-05-14,117955.24793599082
36V5DX,Mortgage,2020-09-22,117656.7859967518
LsjtEw,Saving Account,2021-10-13,34481.40122692154
1q7GDw,Saving Account,2020-10-22,68852.27740376264
sjeV6l,Mortgage,2021-09-05,106202.54978450098
RPQu8y,Checking Account,2020-03-22,107367.17472435527
4Jwqtw,TDC,2023-06-06,88284.70648481343
BXLoE5,TDC,2020-02-15,58049.17339223121
1tav5A,Mortgage,2021-02-20,99608.26350560105
Vg6ciF,TDC,2023-10-09,147359.67758845133
Gqrrjl,Saving Account,2024-02-02,14892.092237306997
9WrzWC,Mortgage,2023-04-11,122209.3379912377
jVmHk4,Mortgage,2022-07-29,65032.373222573224
GVEfKU,Saving Account,2022-04-24,93044.48976476878
zffDZX,Saving Account,2020-11-27,145157.37839759156
plP7z0,TDC,2023-08-05,41923.0324307768
TilgIz,TDC,2021-04-09,12271.320405922836
Zr7ejO,TDC,2020-08-23,21905.731130326585
Pdpuhq,Checking Account,2022-07-15,143937.76756154708
1v7QU2,Saving Account,2020-01-19,17445.22661624384
ZTOJoX,TDC,2023-01-26,36070.76600180195
885HlJ,TDC,2021-09-16,109756.93479370225
3UxJMi,TDC,2023-06-25,133041.995413611
wybtN2,TDC,2021-02-04,7994.579924422265
xHOa6W,Checking Account,2021-01-20,96610.76579223112
P7pler,Checking Account,2020-01-30,59494.379807292265
MRmofH,Saving Account,2020-03-02,92881.29679405673
neDxAv,TDC,2022-08-09,2581.6679060443084
LB7ZP8,Mortgage,2020-10-03,111415.16708412202
zx9uh9,Saving Account,2023-03-10,144122.75500374276
xpFmPT,Mortgage,2021-12-04,148522.4145928192
GpkHl7,Saving Account,2023-12-12,13945.850730855347
3njb3E,Checking Account,2022-07-13,57096.95766557314
cd6dKX,Mortgage,2020-08-19,117887.73864566378
WuVpcr,Mortgage,2023-07-19,72226.14585246048
v7zbLA,TDC,2020-12-14,53694.62792068726
Tt46uq,Saving Account,2023-07-26,46775.836282857956
YhgEeK,Saving Account,2022-08-10,34255.352119212635
sl6xNh,Saving Account,2023-02-06,106330.67553124815
0CQP1J,TDC,2023-06-19,111977.96987125259
Q82HoV,Mortgage,2021-05-25,43406.07473068975
55UoPo,Saving Account,2021-04-06,77265.4961003473
RLfvwx,TDC,2022-10-13,91214.81206646298
5eB6CQ,Checking Account,2021-08-30,52846.2057960593
ZmUaOq,Mortgage,2022-02-18,57388.859902684686
LbOUxi,Saving Account,2022-12-18,137411.41496784292
HOcZ2Z,Saving Account,2023-04-16,127325.70768495178
6FMqTS,TDC,2020-05-01,148612.79041620222
HkNotc,Checking Account,2022-03-07,90425.14821123752
7VRb9q,Checking Account,2022-01-10,136747.45228985816
kYckYP,TDC,2020-12-07,72219.21034315327
TFD27x,Checking Account,2021-02-20,118548.61517741578
APLmcD,Checking Account,2021-02-13,119631.7620886512
2twLgj,Checking Account,2020-02-22,55013.76897097054
xn9KSV,Mortgage,2023-08-05,96605.82377031539
csEAq8,Saving Account,2021-07-22,67243.9926177044
EMxMxs,TDC,2022-06-14,74124.57322948339
ejQqnL,Saving Account,2021-04-07,106122.44869230887
7BE2hq,Saving Account,2024-02-28,131394.81551398133
imoiju,Checking Account,2023-10-21,123710.70056670527
LXmHPn,Mortgage,2023-05-19,89174.7973985894
nYzuFt,Saving Account,2022-05-28,8452.282288908747
NblI8f,Checking Account,2021-01-31,83885.8724081854
9VdERO,Saving Account,2020-12-28,25392.338690591172
tkKY0l,Mortgage,2022-12-24,92359.33477979965
wFfIMS,Checking Account,2021-04-21,65389.6652470266
Vfz0ZY,TDC,2021-05-31,146423.4908309191
NXQ8HF,Mortgage,2022-03-25,140564.37460605416
6lVYqq,Mortgage,2023-06-16,118211.27062010873
R5FLBH,Saving Account,2021-03-30,96746.24152442833
wCB5pY,Checking Account,2021-03-01,34727.397771652075
mQPCZ5,Mortgage,2023-09-28,54366.76852660626
HWn2JK,Checking Account,2021-08-09,112315.1291728266
fj8kz4,Checking Account,2022-01-23,143430.24005252108
TcRCNg,Mortgage,2020-06-23,149943.23780361487
9BicTJ,Checking Account,2022-12-23,100760.85003646473
eOs60m,TDC,2020-04-29,128126.65391901963
T23xvD,Mortgage,2021-10-09,115971.10457785882
JKr9pv,TDC,2020-11-02,22006.247026509733
JQeKmL,Mortgage,2024-02-25,83326.68914320876
rCczyy,TDC,2022-10-05,90136.51591066926
h3xjNZ,Saving Account,2020-09-29,9942.13630347498
JoQX1g,TDC,2022-11-29,36150.10944118756
HCaqTD,Checking Account,2023-07-02,36979.1305469611
sRLRhe,TDC,2022-11-20,36361.29422559248
9ruSha,Checking Account,2023-07-08,117830.57936002179
BdGnHb,Mortgage,2020-11-20,4836.2658215923575
84Eql0,Saving Account,2021-03-01,76750.22772763977
KKDq40,TDC,2023-08-30,141124.51658932757
3C36WY,Mortgage,2021-07-31,24678.017286902614
7FPxuS,Saving Account,2022-10-07,110131.86834054056
EvaKBV,Saving Account,2024-01-08,39605.436527337224
yA9z8H,TDC,2022-03-25,66323.94634107311
zkmrdX,Saving Account,2021-11-18,10748.092819143409
HYfbji,TDC,2022-09-30,105846.07773266528
Wujc9R,Checking Account,2021-11-16,64288.51196851785
qnVpu4,Mortgage,2022-12-26,104787.63980040915
Z6g40H,TDC,2022-08-18,122371.86758674013
ln4wBz,Mortgage,2023-12-04,58646.18468609865
0sH4El,Mortgage,2023-04-23,71766.74039995336
7pCEQf,Checking Account,2021-09-29,81542.19394033203
4xhfbl,Checking Account,2020-11-22,42710.47769987391
Ct3xjf,Saving Account,2023-04-19,36749.84545141533
7Ekgry,Mortgage,2022-04-21,26784.84157509147
BDU71m,Saving Account,2021-11-21,29576.63269303175
N4wJdv,TDC,2023-08-12,60645.832817564435
ceFXci,Saving Account,2021-06-15,139764.01382524252
FWqqNf,TDC,2020-05-26,134747.1216750669
QnbCt8,Checking Account,2023-02-18,2580.733433167214
6TBqdZ,TDC,2020-12-02,75313.5973283737
UPlCnp,TDC,2022-08-11,68795.97623126178
M1XBGj,Mortgage,2022-01-11,96518.34485948896
rrNIGz,Saving Account,2021-04-26,70694.55006485668
ObXD7Q,Saving Account,2023-12-09,40832.95845411526
F8gA1a,Saving Account,2022-07-01,102582.97375128874
Qu0YDU,Mortgage,2023-03-17,79992.53277072398
iV04C4,Saving Account,2020-06-12,90191.4118172046
PswuTo,Mortgage,2023-07-17,10300.693310077433
mzkrg5,TDC,2023-11-22,113550.2430832091
3mNiUi,Saving Account,2020-02-04,94166.67118754823
szTF7l,Saving Account,2020-02-19,137496.6227920769
x2NBHO,Mortgage,2023-12-21,20546.34585718216
xmAdeb,Saving Account,2020-04-20,16097.525779540794
qLDXCj,Saving Account,2022-11-21,147978.96484552493
AvCVYQ,Checking Account,2022-12-17,147982.86914431024
IWznnj,Mortgage,2022-12-22,93886.82932149906
zaN2Fx,Mortgage,2023-05-04,56843.34598413593
TVfgPc,Checking Account,2020-12-29,113688.18722154782
R84LHU,Mortgage,2023-12-21,112805.09872339762
bwqMzh,TDC,2022-05-10,15039.939966525655
2nMq89,Mortgage,2021-10-18,28483.67422842559
DcLVnp,Mortgage,2022-10-06,24428.272842250433
S1bPGE,Mortgage,2024-01-01,79166.50802388118
qiUGh0,TDC,2021-05-13,120409.07767825916
Ew1X6A,Mortgage,2022-02-19,147978.1221790231
0vOsMJ,Saving Account,2020-05-27,24001.01217729543
XHm4Wm,Mortgage,2020-05-21,109640.66066271023
5MWU7b,Saving Account,2022-01-19,125911.6908373181
LJ7I8c,TDC,2021-04-04,24363.06649029654
sJT7Ai,Checking Account,2023-01-24,112732.30394080674
7AedV6,Mortgage,2022-02-08,81623.18931673022
4CXVvC,TDC,2021-12-26,84063.7500513967
ZVhFRQ,Mortgage,2023-09-30,33641.1410769192
2sbWQB,Saving Account,2024-02-22,97081.75113070506
nXuOx8,Mortgage,2020-04-02,137538.68472379365
9Szi6e,Checking Account,2021-04-25,81479.76653189714
TMTfAX,Mortgage,2022-04-22,129614.89815610182
uvJxfd,Saving Account,2022-10-15,16752.41033362401
M9IICM,Saving Account,2022-05-04,11898.855490659656
8IFzlq,Checking Account,2024-01-21,22451.280886300632
sl7bD9,Saving Account,2023-09-06,19975.43123911415
qEGfA9,Checking Account,2022-01-04,106193.30070329468
H4SSWJ,TDC,2021-07-30,103194.63732995917
XG8X9S,Mortgage,2022-08-22,88552.4283273591
bZP0PN,Saving Account,2022-01-06,30558.129799998984
tLCPfQ,TDC,2020-07-16,87327.6519677067
u1qm8P,Saving Account,2022-10-29,33431.74135466562
gsllRR,Checking Account,2022-04-18,19065.651613614922
7KO0Q7,Checking Account,2020-12-17,86952.32737328761
LY5u44,Saving Account,2024-03-02,122703.50156668434
gmQuTP,TDC,2022-09-14,123285.41475210484
a0lNQ3,Saving Account,2020-03-17,23410.766661768408
nMmLtb,Saving Account,2021-11-29,49959.40054800231
jTagIc,Saving Account,2022-05-30,54796.41495936714
XGbdTm,TDC,2021-01-08,144571.75854696563
qbgKKT,TDC,2024-02-01,103012.43394802092
O844p2,TDC,2021-01-23,66384.72992312982
OyXRR7,Checking Account,2024-02-07,129396.12534465465
CPLc3k,Saving Account,2022-07-09,135316.57811011717
NoF3f5,Saving Account,2020-12-18,5141.0756751040435
S2x2e5,Mortgage,2022-11-19,84711.6871957412
cs7QLI,Saving Account,2020-02-23,117416.16119257506
d9Q7I0,Checking Account,2021-03-16,2408.7805157672765
yKGaGu,Saving Account,2020-06-19,43003.51563549418
ZaWHTX,Mortgage,2021-08-22,64350.04226303305
OZlsHd,Checking Account,2021-06-07,24995.810851476275
FEHE5r,Saving Account,2024-02-09,1290.4688254472744
v7Al8w,Saving Account,2021-10-08,47364.780230371915
7zaPqQ,TDC,2021-06-20,75276.74173827369
gxsW6y,Checking Account,2020-08-09,61876.2667477753
6aNhPn,Saving Account,2022-07-07,138036.38156413264
dmsKyA,Saving Account,2021-08-19,7142.072363127646
pKbal8,TDC,2021-12-10,124252.71588699207
3L8XGF,Mortgage,2020-07-19,113480.17205857021
R05Rs0,Checking Account,2021-10-06,113905.314385094
zQRMuz,Checking Account,2020-09-02,143570.8784571465
YeqOyL,Saving Account,2020-12-24,93633.85821376265
BHCWor,Checking Account,2020-02-29,5472.646658243406
aPx6cO,Checking Account,2021-08-03,9853.467933552773
SWD2D1,TDC,2021-12-17,25282.520309008487
76lMfM,Checking Account,2023-07-13,3078.076992841937
t9ozKC,TDC,2022-10-18,63876.929126729156
Y8ukEy,TDC,2021-12-06,44109.16968457273
jjzEjw,Saving Account,2020-06-25,40737.77576177926
x314yE,Checking Account,2022-11-28,103392.26791145884
hIJdMt,Checking Account,2024-01-21,145855.37080037867
uenHCq,Saving Account,2021-05-26,18408.01812583128
aOlGyf,Saving Account,2021-02-07,106620.80199536169
NrEVwc,TDC,2022-07-17,128420.5424823892
j4Birk,TDC,2020-07-20,29951.766547527575
BhDaXT,Mortgage,2023-02-11,72236.773568176
jqeCIE,Saving Account,2023-01-02,117262.70479954818
zk3AaL,Mortgage,2021-04-06,82849.51394793358
G4cj2A,Checking Account,2020-02-26,104902.3395770828
ularuZ,Checking Account,2024-02-01,38630.09352194712
JjmJsA,TDC,2020-10-30,38709.17606220756
i3ms3d,Checking Account,2022-03-24,99929.15003124568
Zja2Dl,Saving Account,2021-03-30,13681.492387238233
I50gJ0,TDC,2021-02-10,68083.42131685521
ItPnV6,TDC,2021-01-04,34322.285288381325
8uPZaz,Mortgage,2020-05-05,105806.5032967604
KC8Ow8,TDC,2021-12-13,15655.726649726219
kmpYWZ,Checking Account,2020-06-25,80027.30771092992
WfnVJW,TDC,2024-01-19,74997.69997546058
yJ2kQs,Mortgage,2022-04-05,137802.59785431056
PY9BBa,Checking Account,2022-01-26,135502.8195919722
lWEH3y,Saving Account,2023-03-07,148961.0031574108
rd2uCZ,Checking Account,2021-05-13,142222.57619785352
190VcT,TDC,2023-09-15,44056.530844156136
GgLc9F,Mortgage,2020-10-06,117450.95205863853
3nLETx,Mortgage,2021-04-20,43923.17277250195
rv0Z5o,Mortgage,2022-02-20,68896.46656381298
zphlwQ,Saving Account,2020-06-10,87106.67638325607
MhS0hk,TDC,2020-01-06,73436.17150391571
QyEdEh,TDC,2020-11-12,144971.24144023072
0O7VJU,TDC,2020-12-09,5796.7505919518535
c1XPNa,TDC,2021-07-17,33183.0647152856
wi5F2u,Mortgage,2022-04-15,55470.27057461292
VK56Ov,Saving Account,2023-10-01,22142.856771345727
Ht1VBO,TDC,2023-09-07,21695.2377794373
pby7UP,Saving Account,2020-10-05,127255.06543268182
QSGQmt,Saving Account,2021-08-02,51360.55571474766
VagvdV,TDC,2023-06-04,58562.401552847055
tICYfz,Saving Account,2021-05-31,40587.841925162546
rahZSs,Mortgage,2020-12-25,8838.453783268838
cniYFh,TDC,2021-04-26,36990.02021113707
RT4lqR,Checking Account,2020-10-28,135098.18298661572
bRIqBi,Checking Account,2023-09-03,134358.6994157909
8q9VMv,TDC,2022-09-21,115427.26043955257
r9WGMJ,TDC,2022-03-09,98798.58994285911
bvYvgw,Checking Account,2023-03-25,16210.193519958466
92oAof,Saving Account,2023-10-28,36929.83185531269
HY8Cql,Mortgage,2020-03-25,5323.962470833702
p0JR30,Saving Account,2022-11-13,72478.11927475191
RqfhDo,Saving Account,2021-08-10,114885.46612160616
jgCyRb,TDC,2021-02-02,14677.817062247139
mGHBTF,TDC,2021-03-25,37842.608368870475
Tj6XS4,Saving Account,2021-08-24,144790.30353647875
d8pOgx,Mortgage,2021-02-22,11675.22809281912
rAn3TV,Checking Account,2020-05-10,78384.67829359937
9VEDnU,Mortgage,2022-08-31,18441.8827624327
mtfiR1,Checking Account,2020-03-30,81127.87644264044
HQuTNG,Saving Account,2020-01-01,44705.540614141995
YPQeHk,TDC,2023-12-14,81599.95570558748
NgIUrD,Saving Account,2023-12-22,75938.75187328584
Nn7PgY,Checking Account,2022-06-28,58363.21722901098
GOZAAg,Mortgage,2024-01-17,99098.12953094486
x51bzB,Mortgage,2023-06-30,121939.4072233143
Ajij3F,Mortgage,2020-07-24,33277.04606798773
GpPX0l,Checking Account,2020-12-19,30524.288113267587
KUDSab,Mortgage,2023-10-12,111232.1910770043
oKL1Uh,Mortgage,2022-05-20,143576.8088690904
Xwo9FL,TDC,2020-01-02,36893.490733692415
VA9eG3,TDC,2022-04-17,84300.40498737342
fVWi0r,Mortgage,2023-01-28,56428.828330614335
3sXh7P,Saving Account,2020-07-17,98149.25231808377
RGw7P8,Mortgage,2022-07-02,142002.95337494352
H9yoeY,Saving Account,2023-06-16,19214.58158751867
QmEeju,Checking Account,2022-08-28,134981.10423546893
0Mww05,TDC,2023-12-31,73538.80977013549
4CvL97,Saving Account,2021-03-23,149771.4032272158
wdK8vD,Mortgage,2023-12-02,11884.250406627545
lzPBUM,Saving Account,2022-10-25,99273.83291994306
1EkZLU,TDC,2020-09-24,71039.77393094476
MWsqEt,TDC,2020-09-06,3470.1293020011144
7HrNZe,TDC,2022-06-26,98903.66407069631
GQCNrM,Mortgage,2022-01-25,53938.445767571684
qszGX4,TDC,2023-12-30,82915.12544637016
uyeix9,TDC,2020-02-28,11440.446024178698
obP2XB,Mortgage,2022-10-16,19163.09493392354
598vA9,Checking Account,2022-02-10,11305.721975500928
IDxVaD,Mortgage,2022-07-14,11111.807131385382
q107JA,TDC,2023-10-08,44474.693024876404
BwC38V,Saving Account,2021-04-28,125523.91032667866
Ksqkjj,Mortgage,2023-08-31,76142.66250478549
8niGGx,Saving Account,2022-05-11,112132.53429225412
xvspR7,Checking Account,2023-09-26,62077.51783663107
osT9da,Checking Account,2021-01-05,15110.697331851772
P1VDLf,Mortgage,2022-11-20,56274.57167814622
bJHjKO,Mortgage,2023-01-18,26826.950475141042
VIEHvx,Checking Account,2023-12-27,40958.19153874869
DqUSC8,Checking Account,2023-10-07,116541.99751216968
7MBwGa,TDC,2022-11-23,119001.40712974919
NHdlSB,Saving Account,2021-07-09,11829.727174768392
6MHCts,Saving Account,2020-07-05,16287.144392552145
GzUDPk,TDC,2023-05-28,132411.5059041669
Ok7oDX,TDC,2020-11-22,77950.50440338401
qdRWN3,Checking Account,2023-07-21,43341.16544557996
og2ACB,Mortgage,2020-12-08,88703.03390606956
G4OPmN,TDC,2020-08-26,77105.5924091802
QxRzBl,Checking Account,2020-08-28,39617.59756273956
H6cR1D,TDC,2021-03-10,113837.26374357598
cr16Wy,Saving Account,2022-03-12,102552.54233413722
E1xnig,Checking Account,2022-01-11,30856.626186635625
8JCGQ0,Checking Account,2021-04-20,56746.79929037559
Hgppdq,TDC,2021-11-25,76016.13157924339
kepXzT,Checking Account,2021-04-03,5592.426663387388
xV908a,TDC,2020-10-26,103962.41277132016
n6Q1j3,Mortgage,2021-06-17,106672.7877675536
mQJART,Checking Account,2020-11-16,1434.553930210039
ScR4Y0,TDC,2020-07-28,79481.26548284643
fGc1jg,Checking Account,2021-12-18,13337.849227309152
yqfcmy,TDC,2022-01-12,149580.12205743257
OdOFpr,Mortgage,2023-05-06,117756.41900821033
4Oy2Ee,TDC,2023-10-11,121440.74190942507
mHTDRr,Mortgage,2020-09-10,71501.88806020626
uCyIaB,Saving Account,2022-03-06,114170.28567572239
eiSMhD,Saving Account,2020-12-11,131787.41017621395
AKFjlD,Checking Account,2023-03-30,65609.70919072098
V7KYYg,Checking Account,2021-10-30,84275.95459569173
3C2uMw,Mortgage,2021-08-27,92093.37790865757
eKSnze,Checking Account,2021-03-06,97487.52093797352
nQtAfD,Mortgage,2020-12-04,35932.437822058324
ZlZTdW,Mortgage,2021-06-24,71919.67898191455
uhAB8P,Mortgage,2022-10-04,139859.7834339166
D4LEWY,Saving Account,2021-04-21,119498.09450518
hy4Wp1,Saving Account,2021-12-19,96540.0830551327
FaRror,Checking Account,2022-11-20,115218.94110760871
3YnJcP,TDC,2020-07-24,95840.13347277096
a2FLpI,Mortgage,2022-12-22,86281.23641782538
6yMt9w,Mortgage,2021-11-02,82546.53864997644
ZeFzwi,TDC,2021-08-08,14331.203212146134
WFYnhJ,Saving Account,2021-11-28,124399.006649021
BNCRbU,Mortgage,2021-09-27,115483.05375790644
akBzLP,Mortgage,2023-02-05,90333.56518478076
YUoRlV,Checking Account,2020-11-23,96662.79006027181
WEsIVo,Mortgage,2023-10-19,7548.453501381964
qheTaR,TDC,2022-08-13,138115.2170817378
y73HuF,TDC,2020-03-20,48151.190446122455
mlsFIm,Checking Account,2021-01-31,122045.16017440218
a972gI,TDC,2022-06-03,27361.64085807551
sZbH0W,Checking Account,2022-03-22,41599.202185615286
sYVuHQ,TDC,2023-03-02,142003.16403890756
R8kvPS,Checking Account,2020-03-19,45986.75918005532
gS3m9W,TDC,2022-10-19,82040.30986201255
IQ1e6U,TDC,2022-01-18,8453.395914507295
ISlpHM,Mortgage,2022-06-14,110857.47785099952
Fuu92F,Checking Account,2023-09-05,81799.20367072833
ivddbh,Mortgage,2020-03-14,95053.65446514724
BJPXRO,Checking Account,2021-10-02,79390.77713141315
pTYs27,TDC,2022-08-24,67928.94717507195
70frEv,TDC,2022-07-17,28416.7112020351
Bedysn,TDC,2023-12-25,110911.1092218676
VbLMq5,Checking Account,2020-09-27,140000.88514101182
uNSkOm,Mortgage,2020-02-13,24254.280024008756
HsvsBA,Checking Account,2020-01-24,98508.47450741004
cnWRKQ,Saving Account,2022-07-16,17056.60890487671
mLAhzk,TDC,2021-01-26,15558.864819022352
XpPjb3,Saving Account,2023-10-18,119888.40795284354
N5t0m7,Checking Account,2020-09-30,147136.2516323635
K6M1is,Checking Account,2020-04-16,91627.0541643169
AIADYz,Saving Account,2023-06-24,147357.7547406684
MOoiNk,Mortgage,2020-02-19,45697.257766313756
q4EQKZ,Saving Account,2021-02-27,106785.02149131768
03Fza3,TDC,2021-05-31,114892.50087137421
aJ2myS,Saving Account,2024-02-10,2422.8703593333166
XVgKNf,TDC,2020-02-04,86845.6403633324
Z1tPq9,Mortgage,2023-01-05,38540.51461189099
69cANk,TDC,2021-04-09,47396.18352297787
9fsqoc,Mortgage,2023-08-09,135838.15351449334
wpEH9a,Mortgage,2021-08-31,57381.64815500127
moOWHE,Checking Account,2020-06-08,78239.2881804529
Bzlmky,Mortgage,2021-08-12,77072.0566080795
Rb4nwR,Mortgage,2021-09-24,3301.687758292843
s4TX75,Saving Account,2023-02-19,78799.22493893065
JWIhtJ,Saving Account,2021-05-28,87403.25762911398
TauSjv,Mortgage,2023-03-12,571.2674322966739
CfWIAt,Mortgage,2020-11-15,149413.6511319904
YbqUDT,TDC,2022-12-13,99635.1118953388
k3LQ7g,TDC,2023-12-02,4428.603579819985
NazZ1I,TDC,2023-08-02,86312.8085733968
Lu8AhS,Checking Account,2023-05-01,134326.03085306162
wCcRdS,Checking Account,2021-01-21,22291.86227824569
vCrygo,Checking Account,2020-09-12,127182.43855198403
nIMJAT,Saving Account,2023-09-12,67819.7250092096
WuEb6G,Mortgage,2022-07-25,143630.67752813004
BnCRzi,Mortgage,2021-11-19,116762.47204520837
kdRduh,Checking Account,2023-07-03,21661.872455059318
FwUWK5,Saving Account,2023-09-30,29107.547443495223
TbUKdW,Checking Account,2021-08-20,36544.98973397495
TqaP6h,TDC,2021-05-02,136069.5138990979
1yegf0,Mortgage,2023-07-03,48042.15250369513
KfS3LM,Mortgage,2021-12-03,52546.19473696823
wu2s5s,TDC,2022-04-10,2227.6733404742004
4GVegJ,Mortgage,2023-02-18,42349.30871048401
wBf5mj,Saving Account,2020-08-17,139130.9790410025
L9Alw3,Saving Account,2023-06-16,90149.2330213936
uoZI5U,Saving Account,2022-06-03,39344.107059935865
qzRa7N,Checking Account,2020-05-31,88052.79735004157
BWKhbw,Saving Account,2023-02-16,113243.0174332272
mLy1Nl,Mortgage,2023-04-23,78126.75360811892
kKblyn,Mortgage,2021-03-14,115703.5636423832
qWN5pb,TDC,2021-12-04,128156.60410732233
KUhjkJ,Mortgage,2022-08-21,148081.53416042798
IpVXOj,TDC,2023-08-04,128808.84170116851
FsRJIj,Checking Account,2020-06-29,27867.766898495054
5skAWh,Mortgage,2020-07-31,94929.37095772309
RIX45M,Mortgage,2023-05-07,10326.600722756246
vZhruG,Saving Account,2021-04-16,120803.34271531361
J7Y00x,Saving Account,2022-04-10,145817.00256814013
dTGA0C,Saving Account,2021-01-20,51447.02592031987
GjaFMM,Checking Account,2022-10-11,86975.23940456953
uAR4Ju,Checking Account,2022-02-16,5749.302614891058
Yf85kV,TDC,2021-06-13,129453.93602553123
p2gypV,TDC,2023-04-09,145876.63666757636
p1MtQP,Saving Account,2022-11-21,15326.081543135024
6RK7dJ,Checking Account,2021-09-29,128116.03886647623
yeAtOv,Mortgage,2023-12-17,107522.92731465986
aBpvUN,Checking Account,2022-06-08,11102.221280649828
GMXyr6,Checking Account,2021-06-04,72454.93292648834
URIOIY,TDC,2023-04-08,112834.88079018853
qKcg7t,Mortgage,2020-04-15,76364.9527943418
Qsrqak,TDC,2023-09-22,122671.12587707667
n4TEvC,Checking Account,2021-07-18,94637.18557908335
HSqb9G,Mortgage,2022-02-04,7338.297760998093
46n0za,Checking Account,2020-01-23,119944.78611547506
XvSKVW,Saving Account,2020-06-22,65800.74719624463
YQVioZ,TDC,2020-08-16,107107.63085727913
jy3aWa,TDC,2020-07-30,38139.32868974618
kSPnw8,Saving Account,2022-10-29,68943.32063960085
WE2CVR,Checking Account,2021-02-01,114497.85033369692
K0iW3s,Mortgage,2021-03-05,144446.78750461733
GOismY,Mortgage,2023-10-01,97943.60811418846
TwnelN,TDC,2020-07-16,39317.33276045307
UKBvLq,Mortgage,2023-06-01,132926.49614434532
6Je03C,Mortgage,2023-11-17,41922.14177503698
z4Avgk,Checking Account,2021-01-06,56354.23742195045
pZkIxw,Mortgage,2020-09-08,96360.09045925066
aO6xQO,Checking Account,2021-06-26,89401.40210240766
bvcOa3,Mortgage,2021-06-13,116581.74441375516
69d4QR,TDC,2022-11-27,70683.89141238264
WjLFLM,TDC,2022-02-17,118057.34878301328
XhAn02,TDC,2020-12-10,92226.96100133056
fNg2tm,Mortgage,2023-09-02,38147.890832109035
8Q1RGM,Saving Account,2024-01-21,46734.27701183413
1BEMG2,Mortgage,2023-03-19,40424.98110473203
L9NJVl,Mortgage,2020-12-30,103524.2208101739
09uEwQ,Saving Account,2022-07-05,48279.9166827705
8q3hdG,Mortgage,2020-03-11,9054.770701253894
ZMgHPL,Saving Account,2024-02-29,4600.203494177499
pfx0ry,TDC,2023-08-05,137767.90056165084
jrhb2D,TDC,2022-03-10,2317.6157520969764
nqvdNl,Mortgage,2022-11-03,22004.601433548527
v7JBwA,Checking Account,2020-10-29,51089.63026394196
duIUPN,Saving Account,2022-04-25,140310.31699425317
SaQ6xn,TDC,2022-01-29,41407.35394818205
KNgbZF,TDC,2023-07-23,82466.43301009058
JDuBUv,TDC,2021-08-02,76955.46389392612
gajZm7,Mortgage,2020-09-27,21009.73632343535
CXlmfG,Checking Account,2021-09-05,33553.57402283989
EVqM3j,Saving Account,2021-12-29,50611.704659886935
FQGCL3,Checking Account,2022-02-08,30427.27318796858
9MTTHQ,Mortgage,2020-11-11,79135.82026002218
QLot3W,Saving Account,2023-06-30,9638.269240170253
6YageQ,Checking Account,2021-11-26,142069.58989287162
sbYhka,Mortgage,2022-04-28,107539.75774089005
tDhsP1,Saving Account,2021-08-19,53652.13464868087
kbzxdC,Saving Account,2022-12-27,42197.03533522978
uktALA,Mortgage,2021-04-14,110034.5434126415
7OSK08,Mortgage,2023-12-30,97818.87503933226
qEV2O6,Mortgage,2020-12-18,3090.2862404091834
1fEhFp,TDC,2020-07-06,85442.97575444548
rfwrWM,Saving Account,2022-03-12,42046.577569122295
K2fGg4,Mortgage,2023-02-04,73646.44393576574
NKMYiF,Saving Account,2021-12-19,104126.02566176711
64x6MA,Saving Account,2023-05-14,106770.0559535882
v7DET8,Saving Account,2021-10-06,57008.08230920528
dPeR4z,Mortgage,2022-08-22,34463.90518887938
nGMzww,Mortgage,2023-08-23,131552.3365222495
FKrZge,Checking Account,2023-02-11,130061.27919826382
lfPSIu,Saving Account,2021-02-27,28392.474515374346
TPOBYl,Checking Account,2021-05-06,15499.748934685655
WrjDoE,Mortgage,2020-05-13,81525.90053943232
oBkgwF,Mortgage,2020-05-31,14230.505814775459
qxD8wC,Checking Account,2023-04-04,91423.20747543169
ewiC9s,TDC,2020-08-21,19120.17794908069
hiuCL3,Saving Account,2022-09-26,17428.07919273332
xaYHYd,Checking Account,2023-07-20,123960.47733429933
l9KkJK,Saving Account,2020-12-17,63891.107957369655
r2ZLn6,Mortgage,2022-02-07,3997.2254794328846
Q0FCJz,Checking Account,2022-04-08,5780.4062859629685
7E1N8m,TDC,2020-10-06,59104.64299047485
nV4G37,TDC,2020-04-01,84499.66263755412
wJYcMZ,Mortgage,2021-12-15,30629.74389898823
oY3ryA,Mortgage,2020-10-15,84870.79427073922
